child_id,child_age_group,count_children_present
ID_6RWY89PDD,50-59 months,29.0
ID_TECV7VRM5,50-59 months,29.0
ID_RQDV5ENMV,60-69 months,40.0
ID_H7SBE5PW7,50-59 months,29.0
ID_BLI9TTOQ0,50-59 months,29.0
ID_LGAQQ89CU,50-59 months,29.0
ID_727JYL711,50-59 months,29.0
ID_HOE9NP952,50-59 months,29.0
ID_U4HI535SQ,50-59 months,29.0
ID_3BKSZA6OP,60-69 months,40.0
ID_YWMWYZE6V,60-69 months,40.0
ID_K0DHS3MVA,60-69 months,40.0
ID_OBFWR1J62,50-59 months,29.0
ID_3ORPU0JRN,50-59 months,29.0
ID_FF5VXDCGZ,60-69 months,40.0
ID_W0WONN021,50-59 months,29.0
ID_CVWO2I9WC,50-59 months,29.0
ID_F9LUBEJNM,60-69 months,40.0
ID_ZK4YV45KG,50-59 months,29.0
ID_5H0WOO37G,60-69 months,40.0
ID_D5NCISXK9,50-59 months,29.0
ID_X1EKYS3ZR,50-59 months,29.0
ID_WSIR0BWA9,50-59 months,29.0
ID_TBGM99AVM,60-69 months,40.0
ID_2UWPCH8RV,50-59 months,29.0
ID_DXKQWQKRB,60-69 months,40.0
ID_EA1REIAUS,50-59 months,29.0
ID_296F49NS6,50-59 months,29.0
ID_HVYJ7AP5V,50-59 months,29.0
ID_Z5L41H0PQ,60-69 months,40.0
ID_HBWGPWU7H,60-69 months,40.0
ID_ZMT3XQ3SD,50-59 months,29.0
ID_47SL2EW5H,50-59 months,29.0
ID_V34W5Y010,50-59 months,29.0
ID_N2NYNUGCG,60-69 months,40.0
ID_CTMB0TPHW,50-59 months,29.0
ID_Q0Q5TFKJV,60-69 months,40.0
ID_D0HL46RIK,60-69 months,40.0
ID_ZN2DI2G0M,50-59 months,29.0
ID_0KMPAOSC6,50-59 months,29.0
ID_YXB679K7Q,60-69 months,40.0
ID_S9NOL0KEW,50-59 months,29.0
ID_15PK35B7S,60-69 months,40.0
ID_PNCYIKLDO,60-69 months,40.0
ID_8BFMQU1ZG,50-59 months,29.0
ID_H55SLB6R8,60-69 months,40.0
ID_FA3IC68EM,50-59 months,29.0
ID_S9260Z3UY,60-69 months,40.0
ID_7B8CFP7D6,50-59 months,29.0
ID_NCV3O1SRF,60-69 months,40.0
ID_UGQLV7X4B,60-69 months,40.0
ID_C26BDK1NW,50-59 months,29.0
ID_S0LO1092A,50-59 months,29.0
ID_9S5BAOZDM,50-59 months,29.0
ID_BKUKFP9MY,60-69 months,40.0
ID_T5D919OA9,60-69 months,40.0
ID_Y14PDG9MV,50-59 months,29.0
ID_OWNS8HK2T,70 Months or older,24.0
ID_EOR28SWKJ,60-69 months,40.0
ID_SJ0L9HK54,50-59 months,29.0
ID_VZWMYZCCV,50-59 months,29.0
ID_O0TCPWC6G,60-69 months,40.0
ID_8KH4LIZIP,50-59 months,29.0
ID_4PRHFWJ06,50-59 months,29.0
ID_MM3S9NWI7,50-59 months,29.0
ID_V2Z00C59A,60-69 months,40.0
ID_VCSDQCZIY,60-69 months,40.0
ID_1EA4I0LOK,50-59 months,29.0
ID_P4UGYW705,50-59 months,29.0
ID_FXR0GKUXD,50-59 months,29.0
ID_03EYEPJQ0,50-59 months,29.0
ID_8JNVR3FUI,50-59 months,29.0
ID_Z1JAVAX7Y,60-69 months,40.0
ID_VU3HWSOFL,60-69 months,40.0
ID_Z5KF3VC6P,60-69 months,40.0
ID_BAWUSX0C7,60-69 months,40.0
ID_491STA4DK,50-59 months,29.0
ID_RLYZ5DJ18,60-69 months,40.0
ID_DITIJB0RS,60-69 months,40.0
ID_850V4E68P,50-59 months,29.0
ID_74RB9W11Y,50-59 months,29.0
ID_AN5XC79UM,50-59 months,29.0
ID_2I6YMSVT5,50-59 months,29.0
ID_N538UKR66,50-59 months,29.0
ID_H4CBBY1WO,50-59 months,29.0
ID_WILSHXKXF,60-69 months,40.0
ID_GRT8U8TAI,50-59 months,29.0
ID_L0ERV60VA,60-69 months,40.0
ID_N9Z3J3SH2,50-59 months,29.0
ID_DK0JRGN1Y,60-69 months,40.0
ID_WM1TP41QV,60-69 months,40.0
ID_DI1NLP35B,60-69 months,40.0
ID_3VSQWSDIB,50-59 months,29.0
ID_4YONAVYQ5,50-59 months,29.0
ID_1TUMZCAOG,50-59 months,29.0
ID_FU63IL7EG,50-59 months,29.0
ID_Z8KMODI6Z,50-59 months,29.0
ID_YX4WXZSR0,50-59 months,29.0
ID_GV5PXEVBU,60-69 months,40.0
ID_ZUXL9ESCF,50-59 months,29.0
ID_TWF8E2VA8,50-59 months,29.0
ID_KPCV0YD2F,60-69 months,40.0
ID_CXK7FJQYY,50-59 months,29.0
ID_1XS7M7YQ0,50-59 months,29.0
ID_PQA3X0UEX,50-59 months,29.0
ID_C7H96PHG4,50-59 months,29.0
ID_42O47ULIO,50-59 months,29.0
ID_RTX3RD3G9,60-69 months,40.0
ID_MVYRMKSFC,50-59 months,29.0
ID_AP8EV8S7G,60-69 months,40.0
ID_MQ26UHNHO,50-59 months,29.0
ID_5WVAQ6UYJ,60-69 months,40.0
ID_D61L83B63,50-59 months,29.0
ID_X2BV42V6B,50-59 months,29.0
ID_D59CDCEFS,60-69 months,40.0
ID_RQ6GQZQRJ,50-59 months,29.0
ID_8H33YFUL5,50-59 months,29.0
ID_TRIMZV302,50-59 months,29.0
ID_GFVSTQN2L,50-59 months,29.0
ID_JNLZ9PM94,60-69 months,40.0
ID_F5MMZHR68,60-69 months,40.0
ID_S9BD6AXNS,50-59 months,29.0
ID_715JTXPJ3,60-69 months,40.0
ID_AJAZMHBKZ,50-59 months,29.0
ID_ZNT0EM828,50-59 months,29.0
ID_51VO8VROI,60-69 months,40.0
ID_MEQSNCBSR,50-59 months,29.0
ID_61RJ601HC,50-59 months,29.0
ID_BFD1AZ5I6,50-59 months,29.0
ID_AR0T9H766,50-59 months,29.0
ID_J5WQMY68R,50-59 months,29.0
ID_IFZPDUADL,50-59 months,29.0
ID_DHXU44LH3,50-59 months,29.0
ID_BI8BM54R9,60-69 months,40.0
ID_DDWJQSN2X,50-59 months,29.0
ID_69K04Z3VL,60-69 months,40.0
ID_MGWFF4PGG,50-59 months,29.0
ID_4D5UVOHHM,50-59 months,29.0
ID_YH3CIJUTT,50-59 months,29.0
ID_3TMB1AIE5,60-69 months,40.0
ID_ATBZOQ74T,50-59 months,29.0
ID_ET9EFZKWT,60-69 months,40.0
ID_G3F7RR2ZZ,60-69 months,40.0
ID_RND7NWAMZ,60-69 months,40.0
ID_YC6VELMCR,50-59 months,29.0
ID_I7URQE39S,60-69 months,40.0
ID_3F22432HH,50-59 months,29.0
ID_047ECGGYD,50-59 months,29.0
ID_9RVBOC3A1,50-59 months,29.0
ID_8CMA1B7G5,60-69 months,40.0
ID_JSZEETL6Y,50-59 months,29.0
ID_HRDE7PGKK,60-69 months,40.0
ID_V3QGGKN5J,50-59 months,29.0
ID_3UXJ426GF,60-69 months,40.0
ID_EWD0M0E27,50-59 months,29.0
ID_5YENYGE81,50-59 months,29.0
ID_GXVYJCCL2,60-69 months,40.0
ID_VH5IEFCWW,50-59 months,29.0
ID_0UNAOMF66,50-59 months,29.0
ID_6YY8TVDNQ,50-59 months,29.0
ID_WAO3V9TLH,50-59 months,29.0
ID_XXIX15WAD,50-59 months,29.0
ID_0IXUJCQ4H,50-59 months,29.0
ID_8WAMUA3NC,50-59 months,29.0
ID_375OP4D44,50-59 months,29.0
ID_MMJ94CCB9,60-69 months,40.0
ID_QC5ZLNOBH,60-69 months,40.0
ID_HFMGQR94Z,50-59 months,29.0
ID_PNV3KQL1I,50-59 months,29.0
ID_V2PGQBSSS,50-59 months,29.0
ID_69QW47GX6,60-69 months,40.0
ID_PDL8976DU,60-69 months,40.0
ID_LNC6JW6WJ,60-69 months,40.0
ID_YHQL1778J,50-59 months,29.0
ID_NXFV8VB4K,50-59 months,29.0
ID_95VEF0NVB,60-69 months,40.0
ID_G50OPEXN5,50-59 months,29.0
ID_4U30WH8WJ,50-59 months,29.0
ID_C0ZEHXQ2Q,50-59 months,29.0
ID_QEABO6C6A,50-59 months,29.0
ID_ZT2BIOREB,60-69 months,40.0
ID_01C33S7YN,50-59 months,29.0
ID_12PL87G7V,60-69 months,40.0
ID_KSO99TMUH,50-59 months,29.0
ID_1V71JIGWG,60-69 months,40.0
ID_QAJK654YO,50-59 months,29.0
ID_GQAVNQOYN,50-59 months,29.0
ID_BXMHVNXFT,50-59 months,29.0
ID_YXZXWL24J,60-69 months,40.0
ID_4W80W6WKM,50-59 months,29.0
ID_7WK7YQS88,60-69 months,40.0
ID_JOC4O29I1,50-59 months,29.0
ID_FVUOXZOBD,50-59 months,29.0
ID_4CIQQFLE7,60-69 months,40.0
ID_IOSVHG11C,50-59 months,29.0
ID_EZPZ6ROJ4,50-59 months,29.0
ID_XGAL66V32,50-59 months,29.0
ID_1EV94ZT2W,50-59 months,29.0
ID_UNO189E39,50-59 months,29.0
ID_NNKVXGPMC,50-59 months,29.0
ID_T5NZM3KL9,50-59 months,29.0
ID_EYWK9EJ6W,50-59 months,29.0
ID_6HJKT0S5V,50-59 months,29.0
ID_5VCFXTZHJ,50-59 months,29.0
ID_NMFMRSTEU,60-69 months,40.0
ID_OG280O4ZW,50-59 months,29.0
ID_3MAQC5JKV,60-69 months,40.0
ID_22FX0XVG1,50-59 months,29.0
ID_4GOYUNJOM,60-69 months,40.0
ID_VK63DYIYQ,50-59 months,29.0
ID_27JHNWPQP,50-59 months,29.0
ID_KBMH8IHOB,50-59 months,29.0
ID_IZ0DD0ZAP,70 Months or older,24.0
ID_6YP8HASPY,60-69 months,40.0
ID_60DFABCD5,60-69 months,40.0
ID_45D0F7OHX,50-59 months,29.0
ID_BJGM5AHZM,60-69 months,40.0
ID_QAB9WGK7C,60-69 months,40.0
ID_SIJ1VUEYG,50-59 months,29.0
ID_JPKOWX0SG,60-69 months,40.0
ID_NQFMARD3A,50-59 months,29.0
ID_67E1HOVQX,50-59 months,29.0
ID_53RDR31EK,60-69 months,40.0
ID_9S54UI1SI,60-69 months,40.0
ID_UB0BUXSQN,50-59 months,29.0
ID_4ELPAQM2W,50-59 months,29.0
ID_UXGG3QWY1,50-59 months,29.0
ID_SD8IH22OE,60-69 months,40.0
ID_2H3MRXHS5,60-69 months,40.0
ID_RN7D4685X,60-69 months,40.0
ID_Y2MDYRGDA,50-59 months,29.0
ID_09RM3R3QS,50-59 months,29.0
ID_HLXM4GMRQ,50-59 months,29.0
ID_LN81P7XY9,60-69 months,40.0
ID_4F0FCDZTJ,60-69 months,40.0
ID_GBMUT68I7,50-59 months,29.0
ID_2AZJPA68Z,50-59 months,29.0
ID_7XECEQOE0,50-59 months,29.0
ID_QGUX3G9AD,50-59 months,29.0
ID_AFZXKSCLH,50-59 months,29.0
ID_LXEUJ08ZU,50-59 months,29.0
ID_39GPPP7TY,50-59 months,29.0
ID_IBZYTUSPF,60-69 months,40.0
ID_THHM37L7G,50-59 months,29.0
ID_O3QVO1QRX,50-59 months,29.0
ID_RE043T3V1,60-69 months,40.0
ID_7T5SXGPZT,60-69 months,40.0
ID_VMWW4IHY6,60-69 months,40.0
ID_8SHR0XKU4,50-59 months,29.0
ID_VBY6WX2ZA,60-69 months,40.0
ID_B1WBKRUIH,50-59 months,29.0
ID_OHN6ZP67U,50-59 months,29.0
ID_IN4MEEN9B,60-69 months,40.0
ID_9UFYOYS2G,50-59 months,29.0
ID_H6KEMEU10,60-69 months,40.0
ID_T5YBVWGN1,60-69 months,40.0
ID_163R8POBB,50-59 months,29.0
ID_7EYSFLBPK,60-69 months,40.0
ID_9U4CNNQOL,50-59 months,29.0
ID_YS3GN1334,60-69 months,40.0
ID_5PVZREAUT,60-69 months,40.0
ID_08BOWNVG2,60-69 months,40.0
ID_7YCLDLY3G,60-69 months,40.0
ID_IX5RKF4OV,50-59 months,29.0
ID_CXWR4J3QP,60-69 months,40.0
ID_F83N1Q7DM,60-69 months,40.0
ID_EKYD7FP53,50-59 months,29.0
ID_S2CSEDBG4,50-59 months,29.0
ID_79K3SGNVS,50-59 months,29.0
ID_OO4VQTLL9,50-59 months,29.0
ID_PX7RS43Z2,60-69 months,40.0
ID_3IC55SE1P,60-69 months,40.0
ID_1U7DXJTUP,50-59 months,29.0
ID_KBWWV6WMX,50-59 months,29.0
ID_M49SBAYGH,50-59 months,29.0
ID_SEJMUGHDY,50-59 months,29.0
ID_U9LSIO40W,50-59 months,29.0
ID_DTOE3GD9E,50-59 months,29.0
ID_PMKZ8YY05,50-59 months,29.0
ID_QTHHK3QM7,60-69 months,40.0
ID_6G6V27N6F,60-69 months,40.0
ID_KBMHQ6KNW,50-59 months,29.0
ID_5DF3SUCUM,50-59 months,29.0
ID_NCFEEHRW2,60-69 months,40.0
ID_LYITLQQ4E,60-69 months,40.0
ID_EG9CODNJZ,50-59 months,29.0
ID_6L6KN09DT,50-59 months,29.0
ID_N7POYXZUQ,50-59 months,29.0
ID_D0QI5I4I2,50-59 months,29.0
ID_FPPFLP92X,60-69 months,40.0
ID_PJRSPCZLP,60-69 months,40.0
ID_FQCYL1OKW,60-69 months,40.0
ID_Y5OGPHFK1,60-69 months,40.0
ID_B71CT4TYF,50-59 months,29.0
ID_6HLM2FED7,50-59 months,29.0
ID_3BV57SKDX,50-59 months,29.0
ID_EEHGM84SQ,60-69 months,40.0
ID_AABYDTROE,60-69 months,40.0
ID_OST1C8TMS,60-69 months,40.0
ID_RKI4K3J1U,50-59 months,29.0
ID_FCU46YP76,60-69 months,40.0
ID_DZNTCXXWO,60-69 months,40.0
ID_BQYFSX499,50-59 months,29.0
ID_BM45A5QEM,50-59 months,29.0
ID_2OEUI8JNR,50-59 months,29.0
ID_0OFER8R3V,50-59 months,29.0
ID_B918ZDDBZ,60-69 months,40.0
ID_S14QT9DBO,50-59 months,29.0
ID_QD40MBMHY,50-59 months,29.0
ID_7NPDZ7JWC,50-59 months,29.0
ID_6RGRZRZ23,50-59 months,29.0
ID_5GRA4WTBO,50-59 months,29.0
ID_6LOQODWUG,50-59 months,29.0
ID_6G98G1KYR,50-59 months,29.0
ID_NKSWDBLXP,50-59 months,29.0
ID_2DBNC73MB,50-59 months,29.0
ID_R8JZQ3GJV,60-69 months,40.0
ID_HR2XNPP75,60-69 months,40.0
ID_YN0SC9XW4,50-59 months,29.0
ID_GFPO467TF,50-59 months,29.0
ID_AT6IH64HH,50-59 months,29.0
ID_H5RD5B2JO,50-59 months,29.0
ID_Y7NYZ9KD2,60-69 months,40.0
ID_1E2TJDXG3,50-59 months,29.0
ID_LR8JD2AZC,50-59 months,29.0
ID_ZCY3UTYPP,50-59 months,29.0
ID_514KZOYM4,50-59 months,29.0
ID_MM9ZDCTPX,60-69 months,40.0
ID_WWZ7WDKS4,60-69 months,40.0
ID_K9UWDLIKZ,60-69 months,40.0
ID_M6CP3CW3T,50-59 months,29.0
ID_GV66UQJUE,50-59 months,29.0
ID_2PC59B74F,50-59 months,29.0
ID_SIUW434NG,50-59 months,29.0
ID_SRPMG8RJG,50-59 months,29.0
ID_ME6P2Q3UO,50-59 months,29.0
ID_RYSE5HM69,50-59 months,29.0
ID_0KRAY1LHI,50-59 months,29.0
ID_OCUOAE9J7,50-59 months,29.0
ID_QOC0QNX8O,50-59 months,29.0
ID_LVHNXUX7U,50-59 months,29.0
ID_WKZWSIYYB,60-69 months,40.0
ID_56XWB0VV6,50-59 months,29.0
ID_2ZN2U6OYY,50-59 months,29.0
ID_PMDUPJN4Q,50-59 months,29.0
ID_WLYTJQ421,60-69 months,40.0
ID_URF15PPV2,50-59 months,29.0
ID_QVFGEPJ1H,60-69 months,40.0
ID_B56H0PJKP,60-69 months,40.0
ID_UT3JTSJ9A,60-69 months,40.0
ID_IBE2WLBD1,50-59 months,29.0
ID_4MHIYB4OK,50-59 months,29.0
ID_VP9S6Y95G,50-59 months,29.0
ID_TCUNNWHCL,50-59 months,29.0
ID_4GYQCE86T,50-59 months,29.0
ID_UYDWH3PDN,50-59 months,29.0
ID_C4ELFF2U4,50-59 months,29.0
ID_9OUQ0LRD3,50-59 months,29.0
ID_YO2H10WMW,50-59 months,29.0
ID_NTSN1H2NL,60-69 months,40.0
ID_WVUNBTPJP,60-69 months,40.0
ID_WWJZ66DZI,50-59 months,29.0
ID_1A5Y8AGSM,60-69 months,40.0
ID_6054SARC9,50-59 months,29.0
ID_IF6Z6U3MT,50-59 months,29.0
ID_G8KSDDKRY,60-69 months,40.0
ID_2RVCBBTYG,50-59 months,29.0
ID_K1S93AN26,50-59 months,29.0
ID_KNKYNXHZK,50-59 months,29.0
ID_Q97WFLUQL,50-59 months,29.0
ID_P75MTJTRJ,60-69 months,40.0
ID_1HA7MX4KO,60-69 months,40.0
ID_N2XP6XULH,50-59 months,29.0
ID_7VRHDMDD6,50-59 months,29.0
ID_QZC0ODI6F,50-59 months,29.0
ID_U8LGP2J8O,50-59 months,29.0
ID_680JEX5ND,50-59 months,29.0
ID_HSNVPEM2D,50-59 months,29.0
ID_6CRYZ7LUY,60-69 months,40.0
ID_1PMG4EXNU,50-59 months,29.0
ID_2IJBVS5HJ,50-59 months,29.0
ID_Z8IKGL906,60-69 months,40.0
ID_JSH4TN9XS,50-59 months,29.0
ID_0TORDAEQF,50-59 months,29.0
ID_F0P76LT3B,60-69 months,40.0
ID_2GMM0JAZI,50-59 months,29.0
ID_BUY118Q6F,50-59 months,29.0
ID_LJ3JYJ8OS,50-59 months,29.0
ID_3FUUYYS7F,50-59 months,29.0
ID_8KGFSLSM9,50-59 months,29.0
ID_4IVX85UD2,50-59 months,29.0
ID_0BEG1HVRH,60-69 months,40.0
ID_23019XGRZ,60-69 months,40.0
ID_Y6MPAAH44,50-59 months,29.0
ID_HT1NB34TK,60-69 months,40.0
ID_VDOP36IIY,60-69 months,40.0
ID_ZXT3M1WN3,50-59 months,29.0
ID_5UQSZBTWX,50-59 months,29.0
ID_0KAFYTF7O,50-59 months,29.0
ID_LZOG7MSL3,50-59 months,29.0
ID_QUA86MKCC,60-69 months,40.0
ID_BZGUSCR9F,50-59 months,29.0
ID_VKVK6SDVJ,60-69 months,40.0
ID_C1TB2R09N,60-69 months,40.0
ID_U5BRYHCHM,50-59 months,29.0
ID_FNADTLAE7,50-59 months,29.0
ID_PNDSNT2H9,50-59 months,29.0
ID_K5RZMCD9P,50-59 months,29.0
ID_A9OIVT6W9,50-59 months,29.0
ID_115QLXVE4,50-59 months,29.0
ID_A9EN0MPVH,60-69 months,40.0
ID_1XEXWHTN6,50-59 months,29.0
ID_HBYF88YRO,60-69 months,40.0
ID_JVO8XZTLE,60-69 months,40.0
ID_W41X78QEF,60-69 months,40.0
ID_TO4LWKJAU,50-59 months,29.0
ID_EPFOPBAH5,50-59 months,29.0
ID_RR9IOCRQM,50-59 months,29.0
ID_SUHDCFL3A,60-69 months,40.0
ID_8VUWP103W,50-59 months,29.0
ID_PQOSLV9OR,50-59 months,29.0
ID_GWQ2INBGS,50-59 months,29.0
ID_SCRAYHBBD,50-59 months,29.0
ID_5ZG5E7QNL,50-59 months,29.0
ID_FUQJKSP8C,60-69 months,40.0
ID_EWMKWKIMO,60-69 months,40.0
ID_PYKYZPAXK,50-59 months,29.0
ID_0JPJRLF4C,60-69 months,40.0
ID_A4PZY4WB5,50-59 months,29.0
ID_VM3Z553BE,50-59 months,29.0
ID_BFO1QDQFC,60-69 months,40.0
ID_ZFYKDK4B0,60-69 months,40.0
ID_Z9RYB4EUJ,50-59 months,29.0
ID_JPC6EKQXR,50-59 months,29.0
ID_FHSS94AIC,50-59 months,29.0
ID_8949742CQ,50-59 months,29.0
ID_FKR4XNYHZ,50-59 months,29.0
ID_EG7LA4EXI,50-59 months,29.0
ID_ZNSGM179Y,50-59 months,29.0
ID_KZMVZK1AZ,50-59 months,29.0
ID_OIEMXT7JD,50-59 months,29.0
ID_L36WWOORE,50-59 months,29.0
ID_OTASSO5TI,50-59 months,29.0
ID_LQJDPS9XV,50-59 months,29.0
ID_GGP0X07MJ,50-59 months,29.0
ID_FT5R8GF1T,50-59 months,29.0
ID_WUDUGAW3J,50-59 months,29.0
ID_124WBGH64,50-59 months,29.0
ID_80972E4HZ,60-69 months,40.0
ID_EI7KZAC0V,60-69 months,40.0
ID_4J74DHEI6,50-59 months,29.0
ID_WGVW0IZXE,50-59 months,29.0
ID_RZJ5ANFS3,50-59 months,29.0
ID_4MAESESFI,50-59 months,29.0
ID_134EOMHHH,60-69 months,40.0
ID_QP5F6TQXD,60-69 months,40.0
ID_LOURIGF7G,50-59 months,29.0
ID_M0980L6UF,50-59 months,29.0
ID_7CKQ2WXSI,50-59 months,29.0
ID_M1LWZBXAQ,60-69 months,40.0
ID_V7L3672P0,50-59 months,29.0
ID_226EJZIWV,50-59 months,29.0
ID_B1QNN5K35,60-69 months,40.0
ID_0JOU0DKOG,50-59 months,29.0
ID_0FK1JZMLZ,50-59 months,29.0
ID_96G9JR8RJ,50-59 months,29.0
ID_RLU8I8X2N,60-69 months,40.0
ID_QNBJVPTL7,50-59 months,29.0
ID_MM5EGIL5M,60-69 months,40.0
ID_OTTXQ3HM9,50-59 months,29.0
ID_B7JYHRNDJ,50-59 months,29.0
ID_WT2FCHVLG,50-59 months,29.0
ID_RKKO1HSPY,50-59 months,29.0
ID_Z0TE71RCT,50-59 months,29.0
ID_IUHQZQVM1,50-59 months,29.0
ID_76FJ7UTIP,50-59 months,29.0
ID_XGHON2FH8,50-59 months,29.0
ID_600J9UOMX,50-59 months,29.0
ID_J6PX07IH4,60-69 months,40.0
ID_991G5QKRG,60-69 months,40.0
ID_IVBIHXYVX,50-59 months,29.0
ID_WTZPM6IE4,50-59 months,29.0
ID_ZLU3KOWYN,50-59 months,29.0
ID_H4MT16XYJ,50-59 months,29.0
ID_5JVTEC36K,60-69 months,40.0
ID_LTGW4J9BU,50-59 months,29.0
ID_BYDGDC2V5,50-59 months,29.0
ID_UJIZCFRIA,60-69 months,40.0
ID_Q34OA22PB,50-59 months,29.0
ID_R7X1DDXQJ,50-59 months,29.0
ID_NHC75M56Z,50-59 months,29.0
ID_NMJ10PNS5,50-59 months,29.0
ID_QVHERZLBO,50-59 months,29.0
ID_PMAAHJX41,60-69 months,40.0
ID_1M4CWL98A,50-59 months,29.0
ID_RTVYZQD40,50-59 months,29.0
ID_72C744CCT,50-59 months,29.0
ID_H43MDUKK4,50-59 months,29.0
ID_MTGOC9Y2O,50-59 months,29.0
ID_JJUGNSOHQ,60-69 months,40.0
ID_Z4CMYQ36F,50-59 months,29.0
ID_E2MVWEUBN,60-69 months,40.0
ID_0JYQ9E8XZ,50-59 months,29.0
ID_XX7PMODGD,60-69 months,40.0
ID_VGRTHD2FP,50-59 months,29.0
ID_OF057RTDR,60-69 months,40.0
ID_KZR161EG9,60-69 months,40.0
ID_UX27A0H1B,50-59 months,29.0
ID_6HSXRPWZU,50-59 months,29.0
ID_PAQHU7ODO,60-69 months,40.0
ID_WIJKH2M1O,50-59 months,29.0
ID_15KTDCEFP,60-69 months,40.0
ID_ZDZ0X67O4,60-69 months,40.0
ID_HA13QSEQE,50-59 months,29.0
ID_484FUKBEE,60-69 months,40.0
ID_K9TIXMLDF,60-69 months,40.0
ID_4CGQ79UEA,60-69 months,40.0
ID_KSO7NSVKB,60-69 months,40.0
ID_7B6QQ1Y5W,50-59 months,29.0
ID_LH1L6GF68,50-59 months,29.0
ID_RMB7MBZZD,50-59 months,29.0
ID_7Y2UGQKQV,60-69 months,40.0
ID_RH26SST6D,60-69 months,40.0
ID_R5PRJFAKC,60-69 months,40.0
ID_FQNOB49JM,60-69 months,40.0
ID_SQLRDSD9Z,50-59 months,29.0
ID_CGXUE4DFD,60-69 months,40.0
ID_WLFLKBGFN,60-69 months,40.0
ID_SMRZHQ9ME,50-59 months,29.0
ID_F5WBJ4KLP,50-59 months,29.0
ID_7O3YANO2P,60-69 months,40.0
ID_ZDPX717ET,60-69 months,40.0
ID_AGT4ULMM7,60-69 months,40.0
ID_852X5LM37,50-59 months,29.0
ID_5KPBNTACB,50-59 months,29.0
ID_HKLJJB12F,60-69 months,40.0
ID_Y5AHXCLJL,60-69 months,40.0
ID_M85GSS0TE,60-69 months,40.0
ID_HQO25F45I,50-59 months,29.0
ID_8SGZZGRS6,50-59 months,29.0
ID_5ZGXJ9WX9,50-59 months,29.0
ID_MA0FOB5BG,50-59 months,29.0
ID_BZTBI2W35,50-59 months,29.0
ID_MZT2C2Q4U,60-69 months,40.0
ID_VDFK3CH52,50-59 months,29.0
ID_JMUUMX0O7,50-59 months,29.0
ID_E4H1W7010,50-59 months,29.0
ID_H250QOLIO,60-69 months,40.0
ID_XIC2IYLLC,50-59 months,29.0
ID_ARO2FW1J4,50-59 months,29.0
ID_QARAX27YJ,50-59 months,29.0
ID_P6M4O40NB,50-59 months,29.0
ID_EO2SZUL2Z,50-59 months,29.0
ID_QJO6D5Y7M,50-59 months,29.0
ID_LVKHAJWQH,50-59 months,29.0
ID_H9OU2DPHA,60-69 months,40.0
ID_G9SI12UXQ,50-59 months,29.0
ID_H6E7ZYI9B,50-59 months,29.0
ID_HIBVFEOED,50-59 months,29.0
ID_KOHUP9WJA,60-69 months,40.0
ID_BRZZLW9K9,60-69 months,40.0
ID_44CY6U8WU,50-59 months,29.0
ID_QJCIP00M8,60-69 months,40.0
ID_FWWVAYP29,50-59 months,29.0
ID_KCMNIG8ID,60-69 months,40.0
ID_FFOEXWK8F,50-59 months,29.0
ID_4XABORRO7,60-69 months,40.0
ID_W9LBCFP8T,50-59 months,29.0
ID_6GISS1EH6,50-59 months,29.0
ID_FKAVVYT6X,50-59 months,29.0
ID_K5VC2HIT1,50-59 months,29.0
ID_8DLD5HVB0,50-59 months,29.0
ID_UJ4ZZLELJ,60-69 months,40.0
ID_YNLQUY4Q4,60-69 months,40.0
ID_C9Z8F63DI,60-69 months,40.0
ID_TVJJJX8A7,60-69 months,40.0
ID_371SUIB5T,50-59 months,29.0
ID_HVDXA9525,60-69 months,40.0
ID_OLMUJZ817,50-59 months,29.0
ID_RTUP66SKW,60-69 months,40.0
ID_X2SSP8OZ9,60-69 months,40.0
ID_XMF28FJNK,60-69 months,40.0
ID_YQ79K5YAB,50-59 months,29.0
ID_60P1LAFWP,50-59 months,29.0
ID_NX8MJXJPZ,50-59 months,29.0
ID_2P6ION11Z,60-69 months,40.0
ID_2T7W4DC6H,60-69 months,40.0
ID_U1QSCG86K,50-59 months,29.0
ID_4IDPH6UPB,50-59 months,29.0
ID_IPAZQFXZG,50-59 months,29.0
ID_5XYBVVIFB,60-69 months,40.0
ID_J3LPOJU0A,50-59 months,29.0
ID_LBPQ2VMQZ,60-69 months,40.0
ID_H2RKKMMKK,60-69 months,40.0
ID_VY8KX7YTZ,50-59 months,29.0
ID_EO2MYZ4M7,50-59 months,29.0
ID_NSFLRZ8ZU,60-69 months,40.0
